queue_order,source_id,source_status,source_name,source_url,source_address,source_prefecture,source_capacity,source_updated_at,discovered_at,official_url,official_name,official_status,official_capacity,official_area_m2,official_price_url,official_access_url,official_conditions_url,official_observed_at,verification_status,canonical_candidate_id,notes
59,LASENS-3595,listed,あきた芸術村 小劇場,https://lasens.com/database/theater-3595.html,秋田県仙北市田沢湖卒田字早稲田430,秋田県,100,2025-08-13,2026-07-31,https://www.warabi.or.jp/ARTVILLAGE/warabi_theater,あきた芸術村 小劇場,current,100,,https://www.warabi.or.jp/ARTVILLAGE/warabi_theater,https://www.warabi.or.jp/access_map,https://www.warabi.or.jp/ARTVILLAGE/warabi_theater,2026-07-31,verified_primary,,"運営者公式サイトで2026年度小劇場作品、約100席、貸館可、料金・日程・付帯設備は要問い合わせ、アクセスを確認。公式表記が約100席のため概数として記録"
60,LASENS-439,listed,パストラルかぞ 小ホール,https://lasens.com/database/theater-439.html,埼玉県加須市上三俣2255,埼玉県,300,2020-06-24,2026-07-31,https://www.city.kazo.lg.jp/soshiki/shougai/bunkagakushu/pasutorarukazo/6608.html,加須文化・学習センター パストラルかぞ 小ホール,current,300,,https://www.city.kazo.lg.jp/material/files/group/51/99661319.pdf,https://www.city.kazo.lg.jp/kanko_sports/shogaigakushu/4/1/34715.html,https://www.city.kazo.lg.jp/soshiki/shougai/bunkagakushu/pasutorarukazo/6611.html,2026-07-31,verified_primary,,"加須市公式サイトで300席、舞台寸法、現行催事、施設料金PDF、申込期間、取消・物販・事前打合せ等の利用条件、所在地を確認"
61,LASENS-584,listed,浦安市民プラザ WAVE101(多目的小ホール),https://lasens.com/database/theater-584.html,千葉県浦安市入船1-4-1 ショッパーズプラザ4階,千葉県,90,2021-01-25,2026-07-31,https://www.urayasu-zaidan.or.jp/wave101/1001429/1001432.html,浦安市民プラザWave101 多目的小ホール,current,90,133.97,https://www.urayasu-zaidan.or.jp/wave101/1001439/1001443.html,https://www.urayasu-zaidan.or.jp/wave101/1001450.html,https://www.urayasu-zaidan.or.jp/_res/projects/default_project/_page_/001/001/438/20260409.pdf,2026-07-31,verified_primary,,"指定管理者公式サイトと2026年1月改訂利用案内で定員90名、面積133.97平方メートル、料金、アクセス、用途・大音量・物販等の利用条件を確認。旧ページの約150平方メートルより新しい公式PDFを採用"
62,LASENS-227,listed,AIR STUDIO,https://lasens.com/database/theater-227.html,東京都墨田区両国2-18-7 ハイツ両国駅前 B1F,東京都,70,2020-10-05,2026-07-31,https://www.airstudio.jp/company.html,両国・エアースタジオ,current,,,,https://www.airstudio.jp/mobile/studiomap.html,,2026-07-31,primary_partial,,"運営会社公式サイトと2026年公演ページで劇場名、住所、現行公演、JR両国駅からのアクセスを確認。貸館料金・利用条件・客席・面積の公式公開値は未確認"
63,LASENS-2573,listed,SPACE ALTA（スペース・オルタ）,https://lasens.com/database/theater-2573.html,神奈川県横浜市港北区新横浜2-8-4 オルタナティブ生活館Ｂ１,神奈川県,167,2020-07-23,2026-07-31,https://kanagawa.seikatsuclub.coop/news/detail.html?nid=0000016963,スペース・オルタ,current,120,,,https://kanagawa.seikatsuclub.coop/news/detail.html?nid=0000016963,https://kanagawa.seikatsuclub.coop/news/detail.html?nid=0000016963,2026-07-31,primary_partial,,"運営者公式サイトでキャパ120、貸ホール用途、6か月前受付、住所を確認。LaSensの167席は転記しない。リンク先の専用公式URLは現在サーバー初期画面のため料金・面積・詳細条件は未確認"
64,LASENS-2419,listed,月潟稽古場,https://lasens.com/database/theater-2419.html,新潟県新潟市南区大別當949-1,新潟県,,2020-06-23,2026-07-31,https://nakajimadrive.wixsite.com/tsukigatakeikoba,月潟稽古場,current,,,https://nakajimadrive.wixsite.com/tsukigatakeikoba,https://nakajimadrive.wixsite.com/tsukigatakeikoba/adress,https://nakajimadrive.wixsite.com/tsukigatakeikoba/downroad,2026-07-31,verified_primary,,"運営劇団公式サイトと県観光協会公式ロケ地情報で24時間利用、1日2000円、舞台寸法、設備、駐車場、申込フォーム、住所・交通アクセスを確認。舞台寸法から面積を計算せず空欄"
65,LASENS-619,listed,創造交流館練習ホール,https://lasens.com/database/theater-619.html,富山県富山県南砺市利賀村上百瀬48番地,富山県,,2020-06-24,2026-07-31,https://www.togapk.net/kouryukan/,利賀創造交流館,current,,,,https://www.togapk.net/access.php,,2026-07-31,primary_partial,,"施設公式サイトと富山県公式の令和6年度管理評価で現行の利賀創造交流館（練習宿泊施設）を確認。LaSensの「練習ホール」に対応する個別名称・客席・面積・料金・利用条件は公式公開情報で特定できず"
66,LASENS-2476,listed,犀の角,https://lasens.com/database/theater-2476.html,長野県上田市中央2-11-20,長野県,,2020-06-23,2026-07-31,https://sainotsuno.org/theatre/,犀の角,current,60,,https://sainotsuno.org/theatre/,https://sainotsuno.org/access/,https://sainotsuno.org/info/tie-up2026_again/,2026-07-31,verified_primary,,"公式サイトで2026年の劇場利用募集、客席上限60席、利用料金導線、申込・事前打合せ・キャンセル条件、住所・アクセスを確認"
67,LASENS-2478,listed,白子ノ劇場,https://lasens.com/database/theater-2478.html,静岡県藤枝市本町2-7-5,静岡県,,2020-06-23,2026-07-31,https://uniquepoint.org/,白子ノ劇場,closed,,,,https://shirokono.org/,,2026-07-31,verified_primary,,"運営団体公式サイトが2023年12月公演を白子ノ劇場最後の公演とし、取り壊し決定後に2025年から別住所のひつじノ劇場を新拠点としたことを確認。閉館月は推測せず未記録"
68,LASENS-4092,listed,シアターココ,https://lasens.com/database/theater-4092.html,愛知県名古屋市千種区池下１-１１-１１ スタチオン池下2階,愛知県,,2025-10-23,2026-07-31,https://theaterkoko.amebaownd.com/pages/3656384/page_201704041603,シアターココ,current,50,,https://theaterkoko.amebaownd.com/posts/44321590,https://theaterkoko.amebaownd.com/pages/3656384/page_201704041603,https://theaterkoko.amebaownd.com/posts/44321590,2026-07-31,verified_primary,,"公式サイトで貸館中の50席劇場、池下駅徒歩約1分、2023年6月改定の1日・時間利用料金、2024年公開の舞台・音響・照明資料を確認"
69,LASENS-2482,listed,津あけぼの座,https://lasens.com/database/theater-2482.html,三重県津市上浜町3丁目51,三重県,30,2020-06-23,2026-07-31,https://akebonoza.net/,津あけぼの座,current,30,,https://akebonoza.net/sisetsu.html,https://akebonoza.net/profile.html,https://akebonoza.net/sisetsu.html,2026-07-31,verified_primary,,"運営団体公式サイトで2026年公演・募集、客席30席、時間帯別料金、6か月前受付、禁止事項、江戸橋駅徒歩3分と駐車場なしを確認"
70,LASENS-2547,listed,rLabo（アールラボ）,https://lasens.com/database/theater-2547.html,京都府京都市中京区西ノ京池ノ内町29-74,京都府,20,2020-07-08,2026-07-31,https://www.rlabo.jp/,朗読専用劇場rLabo.,current,,,https://www.rlabo.jp/space.html,https://www.rlabo.jp/space.html,https://www.rlabo.jp/space.html,2026-07-31,verified_primary,,"公式サイトで2026年の催事、朗読を主とする会場レンタル、一般・学生料金、利用時間、設備、キャンセル・原状復帰条件、住所・アクセスを確認。2階寸法から面積を計算せず空欄"
71,LASENS-348,listed,in→dependent theatre 2nd（インディペンデントシアター 2nd）,https://lasens.com/database/theater-348.html,大阪府大阪市浪速区日本橋4丁目9-5,大阪府,160,2021-09-14,2026-07-31,https://www.itheatre.jp/2nd2G.html,in→dependent theatre 2nd,current,120,,https://itheatre.jp/pdf/2nd2G-price.pdf,https://www.itheatre.jp/index.html,https://itheatre.jp/pdf/itg-kiyaku.pdf,2026-07-31,verified_primary,,"運営者公式サイトで2021年移転再開後の現行施設、標準120席、舞台・ロビー・楽屋・機材、使用料金表、利用規約、住所・交通導線を確認。LaSensの160席は転記しない"
72,LASENS-2436,listed,狂夏の市場劇場,https://lasens.com/database/theater-2436.html,兵庫県尼崎市建家町89番の5,兵庫県,40,2020-06-23,2026-07-31,https://kyoukanoichiba.jimdofree.com/,狂夏の市場劇場,closed,40,,,https://kyoukanoichiba.jimdofree.com/狂夏の市場上演記録/終了-狂夏の市場12月公演/,,2026-07-31,verified_primary,,"主宰者公式サイトが2024年3月末閉館と明記。公式の2019年公演記録で旧住所と40名限定を確認し、閉館施設の履歴値として記録"
73,LASENS-223,listed,アクロス福岡 円形ホール,https://lasens.com/database/theater-223.html,福岡県福岡市中央区天神1丁目1番1号 財団法人アクロス福岡,福岡県,100,2020-09-09,2026-07-31,https://www.acros.or.jp/r_facilities/arena.html,アクロス福岡 円形ホール,current,100,,https://www.acros.or.jp/s_facilities/arena.html,https://www.acros.or.jp/access/,https://www.acros.or.jp/s_facilities/arena.html,2026-07-31,verified_primary,,"公式施設・貸館ページで標準100席、レイアウト例、施設基本料金、付帯設備、利用手続、住所・公共交通を確認。シアター形式188席は標準席数と混同せず注記対象とした"
74,LASENS-2633,listed,諫早独楽劇場,https://lasens.com/database/theater-2633.html,長崎県諫早市八天町15−4 KGビル2Ｆ,長崎県,70,2020-08-21,2026-07-31,https://www.komagekijou.com/,諫早独楽（コマ）劇場,current,,,https://www.komagekijou.com/blank-1,https://www.komagekijou.com/access,https://www.komagekijou.com/blank-1,2026-07-31,verified_primary,,"公式サイトで年中無休・予約制のレンタル、2階の公演・ライブ利用、練習1時間1500円、催事1日20000円またはスタッフ付30000円、住所・交通・駐車場なしを確認。LaSensの70席は転記しない"
75,LASENS-2740,listed,沖縄市民小劇場あしびなー,https://lasens.com/database/theater-2740.html,沖縄県沖縄市中央２丁目２８−１ 雇用促進等施設3F,沖縄県,290,2020-09-14,2026-07-31,https://koza-ashibina.com/,沖縄市民小劇場あしびなー,current,290,1877.121,https://koza-ashibina.com/usage_guide/,https://koza-ashibina.com/access/,https://koza-ashibina.com/usage_guide/,2026-07-31,verified_primary,,"公式サイトで2026年の利用申請案内、290席（親子席約8・車椅子席4含む）、延床面積1877.121㎡、舞台245㎡、客席265㎡、料金・申込条件・アクセスを確認。official_area_m2は延床面積"
76,LASENS-2587,listed,アートコミュニティスペースKAIKA,https://lasens.com/database/theater-2587.html,京都市下京区岩戸山町440番地 江村ビル2F,,,2020-08-03,2026-07-31,http://www.ftas.info/kaika/,アートコミュニティスペースKAIKA,current,,128.5,,http://www.ftas.info/kaika/access.html,http://www.ftas.info/kaika/facility.html,2026-07-31,verified_primary,,"運営団体公式施設ページで約128.5㎡、天井高2.4m、住所・アクセス、飲食・禁煙・原状復帰等を確認。一般貸館ではなく関係団体等の活動拠点。京都大学公式の2026年度催事で同名称・同住所の現行利用を確認"
77,LASENS-262,marked_closed,アトリエ阿呆船,https://lasens.com/database/theater-262.html,北海道札幌市中央区南4条西9丁目 栄輪ビルB1,北海道,,2020-09-09,2026-07-31,https://fushokuijingai.wixsite.com/fushoku/about,アトリエ阿呆船,unknown,,,,https://fushokuijingai.wixsite.com/fushoku/about,,2026-07-31,primary_partial,,"運営劇団公式サイトで同住所を活動拠点とする記載と2025年の阿呆船公演を確認。2026年の劇団活動は確認できたが阿呆船での現行催事・閉館告知・公開貸館情報は確認できず、LaSensの閉館表示は転記しない"
78,LASENS-3249,listed,八戸ポータルミュージアムはっちシアター2,https://lasens.com/database/theater-3249.html,青森県八戸市三日町11-1,青森県,120,2021-03-04,2026-07-31,https://hacchi.jp/floor-guide/2f/2-1.html,八戸ポータルミュージアム はっち シアター2,current,100,141,https://hacchi.jp/about_hacchi/rental.html,https://hacchi.jp/access/index.html,https://hacchi.jp/about_hacchi/rental.html,2026-07-31,verified_primary,,"公式施設ページで100席程度、141㎡、天井高6.5m、利用時間9〜24時、音響照明・映写・楽屋等を確認。公式貸出案内で料金表、10か月前受付、登録・審査・加算条件を確認し、LaSensの120席は転記しない"
79,LASENS-4078,listed,シアターえびす,https://lasens.com/database/theater-4078.html,宮城県仙台市青葉区本町１丁目２−６,宮城県,40,2025-09-17,2026-07-31,https://www.tohokuebisu.com/theaterebisu,THEATERえびす,current,,,https://www.tohokuebisu.com/theaterguide,https://www.tohokuebisu.com/theaterebisu,https://www.tohokuebisu.com/theaterguide,2026-07-31,verified_primary,,"運営者公式サイトで2025年秋開業、同住所、2026年公演、公開レンタル案内・申込・利用規約を確認。公式本文から会場最大収容人数を確定できないためLaSensの40席は転記しない"
80,LASENS-3959,listed,劇団キンダースペースアトリエ,https://lasens.com/database/theater-3959.html,埼玉県川口市西川口1-23-3 REGIA（旧マンションヒルマ）1F奥,埼玉県,,2024-09-14,2026-07-31,https://kinderspacecom.wordpress.com/2025/04/18/%E3%82%AD%E3%83%B3%E3%83%80%E3%83%BC%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9%E5%85%AC%E6%BC%94%E6%83%85%E5%A0%B1/,キンダースペースアトリエ,closed,,,,https://kinderspacecom.wordpress.com/2025/04/18/%E3%82%AD%E3%83%B3%E3%83%80%E3%83%BC%E3%82%B9%E3%83%9A%E3%83%BC%E3%82%B9%E5%85%AC%E6%BC%94%E6%83%85%E5%A0%B1/,,2026-07-31,verified_primary,,"運営劇団公式記事が西川口1-23-3 REGIA 1Fの同施設を2025年末で閉鎖すると明記。2026年の公式ワークショップは別会場で、プロフィールの「川口市のアトリエ」と旧施設の関係を推測して現行扱いにはしない"
